date;transactions;median_transaction_value;av_transaction_value;market_cap;top_100_percent;active_addresses;tweets;google_trends;coin
25/12/2015;13759;1.447;291.546;16147023;44.505;24181;805;0.546;doge
26/12/2015;15995;1.25;272.574;15431339;44.582;32071;1196;0.432;doge
27/12/2015;20287;0.483;121.803;15234698;44.611;55731;1421;0.36;doge
28/12/2015;16952;0.372;164.436;15347980;44.45;34470;2488;0.255;doge
29/12/2015;17278;2.7;251.592;15584650;44.54;22586;2044;0.278;doge
30/12/2015;23050;4.964;231.987;16435525;44.443;29303;2239;0.391;doge
31/12/2015;16515;3.576;299.988;16415859;44.714;23711;2118;0.282;doge
01/01/2016;12295;1.874;343.032;16680512;44.774;23782;1720;0.254;doge
02/01/2016;17384;1.929;239.87;16460633;44.752;40246;1390;0.328;doge
03/01/2016;18998;1.512;284.361;16170553;44.628;48664;1371;0.33;doge
04/01/2016;18727;1.918;236.277;15752916;45.229;32435;1849;0.37;doge
05/01/2016;14689;1.863;264.346;16242081;45.333;26551;3696;0.221;doge
06/01/2016;16209;1.731;217.642;16613499;45.265;30384;2912;0.263;doge
07/01/2016;14341;1.452;411.735;16541579;45.372;28946;1987;0.283;doge
08/01/2016;15070;2.257;429.72;16543169;45.292;26518;3153;0.333;doge
09/01/2016;20388;2.352;473.198;19456449;44.925;47590;1254;0.387;doge
10/01/2016;17503;1.388;345.17;18475559;44.856;49168;1350;0.392;doge
11/01/2016;17650;1.358;1202;18448427;45.771;37860;1194;0.407;doge
12/01/2016;16011;1.418;1215;19663665;45.647;35262;1361;0.25;doge
13/01/2016;14587;1.16;1899;19826711;45.11;29158;1168;0.225;doge
14/01/2016;12532;0.818;1082;19088104;44.915;33168;1068;0.26;doge
15/01/2016;13732;0.663;554.663;17019342;45.192;28331;2724;0.337;doge
16/01/2016;16215;0.749;226.286;15369909;44.944;32341;1320;0.387;doge
17/01/2016;18321;0.296;214.02;15628050;44.985;59278;1365;0.293;doge
18/01/2016;16568;0.482;306.242;15486756;44.935;36549;3039;0.3;doge
19/01/2016;13656;0.602;264.536;15239367;45.018;25201;1457;0.272;doge
20/01/2016;15693;0.461;306.829;15769283;44.958;38251;2481;0.372;doge
21/01/2016;15947;0.837;358.546;16765606;45.096;39710;2334;0.196;doge
22/01/2016;16492;1.041;455.137;17019189;45.128;37571;1875;0.368;doge
23/01/2016;19126;1.02;301.587;17807140;44.851;48518;1359;0.297;doge
24/01/2016;17221;0.966;553.088;18480822;44.717;28144;1789;0.294;doge
25/01/2016;22194;0.871;673.295;21020004;44.787;62229;2169;0.246;doge
26/01/2016;21123;2.714;3191;27873558;43.956;44303;2908;0.539;doge
27/01/2016;21644;4.517;7285;43386994;48.256;41078;2793;0.65;doge
28/01/2016;17946;3.22;2447;37377893;48.381;36723;2138;0.543;doge
29/01/2016;17394;2.695;1403;32060460;48.308;27993;2718;0.387;doge
30/01/2016;19986;2.394;1087;29732751;47.997;47763;1966;0.355;doge
31/01/2016;18615;1.959;735.1;26509943;47.923;52123;1801;0.342;doge
01/02/2016;18183;1.707;931.36;27626086;48.32;32640;3700;0.364;doge
02/02/2016;16237;1.713;656.834;26712570;48.35;37838;3226;0.373;doge
03/02/2016;16241;1.265;644.144;26784331;48.389;31228;1626;0.272;doge
04/02/2016;14756;1.131;807.953;28489466;48.66;36415;2137;0.36;doge
05/02/2016;13363;1.448;974.954;30141972;48.896;27558;2099;0.351;doge
06/02/2016;15524;1.923;1234;31786563;48.649;38976;1632;0.498;doge
07/02/2016;15300;0.657;1003;30234581;49.056;51089;2038;0.377;doge
08/02/2016;13436;0.662;1271;29293041;49.37;24231;1818;0.303;doge
09/02/2016;13953;1.026;1013;29544664;49.361;33901;2046;0.441;doge
10/02/2016;12225;0.839;906.091;30246688;49.3;23635;2206;0.284;doge
11/02/2016;12273;0.897;1306;30063095;49.092;19677;1734;0.351;doge
12/02/2016;12851;0.572;1513;29917816;48.922;32877;1142;0.347;doge
13/02/2016;13416;1.157;728.374;30034230;48.789;27661;1797;0.314;doge
14/02/2016;13884;0.568;642.249;30348189;48.847;51273;1707;0.248;doge
15/02/2016;14568;0.476;938.879;29859765;48.864;58003;1282;0.211;doge
16/02/2016;16648;3.808;770.755;29844137;49.079;28588;2477;0.289;doge
17/02/2016;11465;1.098;995.659;29146731;49.19;19973;1626;0.386;doge
18/02/2016;11774;1.504;1309;28360562;49.115;22536;1234;0.424;doge
19/02/2016;11207;1.346;1241;28954360;51.191;22607;1862;0.32;doge
20/02/2016;13500;2.908;465.144;29964562;51.028;31009;1467;0.279;doge
21/02/2016;13857;0.633;705.947;29278479;50.964;52173;1414;0.281;doge
22/02/2016;12404;0.602;1669;29010768;50.853;31416;1992;0.242;doge
23/02/2016;12578;0.824;983.309;28471310;50.787;31090;2172;0.274;doge
24/02/2016;11815;1.084;666.491;28275306;50.67;28784;1897;0.365;doge
25/02/2016;13164;0.766;574.877;27853000;50.596;31507;2243;0.365;doge
26/02/2016;12945;1.289;821.954;26599565;50.305;31796;2101;0.307;doge
27/02/2016;15616;0.586;435.257;26767283;50.652;37565;1510;0.405;doge
28/02/2016;15608;0.367;702.294;25505483;50.872;53374;1474;0.325;doge
29/02/2016;12381;0.722;915.325;25779789;50.663;31067;2588;0.284;doge
01/03/2016;12193;0.995;711.705;25170398;50.628;27611;1280;0.287;doge
02/03/2016;12002;0.842;446.284;25166165;50.933;29580;2378;0.228;doge
03/03/2016;12281;1.115;442.561;24808361;50.957;34736;2353;0.327;doge
04/03/2016;13112;2.408;740.366;24865741;50.805;29056;1984;0.348;doge
05/03/2016;15108;2.213;676.284;23308792;50.666;39485;1561;0.32;doge
06/03/2016;14379;0.438;412.579;22580147;50.901;54454;1939;0.289;doge
07/03/2016;12608;0.974;906.263;23239923;50.76;30385;2427;0.387;doge
08/03/2016;11394;1.522;453.819;23122617;52.281;24489;1824;0.293;doge
09/03/2016;11766;1.393;948.891;22778028;52.121;24011;1943;0.283;doge
10/03/2016;12185;1.167;613.09;24023204;52.133;35642;2196;0.313;doge
11/03/2016;12174;1.091;383.537;24892516;52.041;30227;2470;0.256;doge
12/03/2016;12005;1.515;822.574;24303989;51.915;24792;1841;0.331;doge
13/03/2016;14232;0.446;493.249;24276274;52.057;57152;1494;0.172;doge
14/03/2016;13307;0.575;456.141;24493763;51.929;37455;1797;0.223;doge
15/03/2016;11492;1.374;371.868;24168101;51.896;32120;1600;0.277;doge
16/03/2016;10840;1.678;446.046;23788577;52.033;25443;1775;0.347;doge
17/03/2016;12476;1.398;411.435;23371512;52.122;32517;1685;0.238;doge
18/03/2016;11866;1.761;413.949;22180751;52.076;26136;1677;0.291;doge
19/03/2016;12488;1.924;448.092;22077642;52.152;29790;1594;0.318;doge
20/03/2016;14833;0.434;559.298;22099126;52.368;55070;1542;0.289;doge
21/03/2016;12743;0.737;355.651;21837317;52.495;28305;1923;0.303;doge
22/03/2016;12594;0.49;389.015;21945573;52.522;32677;1638;0.311;doge
23/03/2016;11864;1.061;450.82;21999593;52.501;27031;1490;0.296;doge
24/03/2016;11763;0.687;237.566;22008998;52.564;28954;1714;0.228;doge
25/03/2016;11421;0.733;439.404;22151441;52.42;33465;1394;0.267;doge
26/03/2016;13384;0.48;333.2;22103250;52.374;35504;1426;0.29;doge
27/03/2016;16123;0.44;207.882;22091583;52.339;59367;1320;0.324;doge
28/03/2016;14771;0.78;456.579;22140800;52.312;29099;2083;0.253;doge
29/03/2016;14170;2;640.004;24212123;52.011;27002;2824;0.327;doge
30/03/2016;13152;2.482;451.335;24642287;52.091;27919;2480;0.264;doge
31/03/2016;13043;1.856;302.983;23695901;52.052;27594;2057;0.307;doge
01/04/2016;14090;0.577;385.959;23529209;52.338;32657;2053;0.212;doge
02/04/2016;18532;0.231;276.404;23360386;52.333;60432;1762;0.268;doge
03/04/2016;17893;0.203;146.72;22824014;52.564;55959;1302;0.187;doge
04/04/2016;16418;0.267;357.324;22784499;52.576;37473;1864;0.241;doge
05/04/2016;15381;0.432;405.519;22373642;52.566;30046;2439;0.187;doge
06/04/2016;15371;0.412;1044;22725168;52.505;39675;2188;0.223;doge
07/04/2016;14841;0.585;1049;22116528;52.487;29066;2226;0.257;doge
08/04/2016;13702;1.041;347.455;21847496;52.566;24087;2055;0.221;doge
09/04/2016;13256;0.97;315.975;21723996;52.55;33757;1810;0.309;doge
10/04/2016;15366;0.707;291.454;21053176;52.596;51644;1588;0.292;doge
11/04/2016;16442;1.079;569.988;21197383;52.625;43291;2425;0.227;doge
12/04/2016;13963;1.358;992.441;23027309;52.619;39728;2249;0.253;doge
13/04/2016;13511;1.541;468.514;24365268;53.075;29983;2267;0.29;doge
14/04/2016;13699;2.207;610.574;23967584;53.036;31251;2196;0.27;doge
15/04/2016;13540;1.582;527.081;24153033;52.993;29955;1934;0.259;doge
16/04/2016;12902;1.286;704.435;24031186;53.007;31641;1107;0.248;doge
17/04/2016;15415;0.716;876.174;23676201;53.013;53623;1266;0.216;doge
18/04/2016;15770;0.474;356.111;23148486;53.01;38279;1305;0.262;doge
19/04/2016;14014;1.676;434.467;23021169;53.022;24513;1340;0.202;doge
20/04/2016;13722;2.05;308.338;23323693;53.049;26671;1210;0.188;doge
21/04/2016;13789;0.762;452.82;23560228;53.035;35190;1053;0.255;doge
22/04/2016;12469;1.572;486.273;23425743;53.053;25384;716;0.211;doge
23/04/2016;12310;0.82;451.036;23336566;53.178;40181;808;0.217;doge
24/04/2016;16507;0.514;359.028;23288067;53.05;57653;827;0.244;doge
25/04/2016;14408;0.807;737.611;23486623;52.841;38633;784;0.269;doge
26/04/2016;14216;1.108;557.88;24029398;52.592;24113;774;0.273;doge
27/04/2016;13193;1.665;267.865;23616662;52.822;25978;745;0.249;doge
28/04/2016;14841;1.016;403.892;23621949;52.775;25650;732;0.277;doge
29/04/2016;12708;1.261;416.06;23640940;52.687;21729;741;0.245;doge
30/04/2016;11714;1.344;456.246;23713731;52.435;26771;871;0.274;doge
01/05/2016;15312;0.408;206.375;23612643;52.458;52830;899;0.334;doge
02/05/2016;13856;0.982;216.682;23548932;52.405;29118;645;0.287;doge
03/05/2016;13518;1.707;246.355;23649512;52.331;25927;541;0.235;doge
04/05/2016;15277;2.353;328.889;23473645;52.127;24354;589;0.249;doge
05/05/2016;13792;0.856;224.083;23335275;52.473;38868;587;0.265;doge
06/05/2016;13649;2.235;298.774;23279436;52.621;27426;739;0.295;doge
07/05/2016;13536;0.981;800.296;23238029;52.437;27139;750;0.256;doge
08/05/2016;12219;1.498;561.761;23166423;52.396;19521;632;0.179;doge
09/05/2016;17005;0.446;485.322;23178863;52.39;54978;575;0.219;doge
10/05/2016;14031;0.677;392.116;23083010;52.371;31368;555;0.3;doge
11/05/2016;14566;0.598;640.633;23200674;52.449;35731;605;0.238;doge
12/05/2016;12462;1.085;1282;23720031;52.357;28198;741;0.281;doge
13/05/2016;13608;1.409;1268;24672998;52.223;33515;801;0.188;doge
14/05/2016;13209;1.164;450.571;24276382;52.315;27870;1248;0.179;doge
15/05/2016;11577;1.275;478.067;24301285;52.218;21386;933;0.279;doge
16/05/2016;16951;0.484;346.218;23712484;52.1;61067;899;0.294;doge
17/05/2016;13283;2.304;530.786;23586401;52.147;24158;830;0.237;doge
18/05/2016;13290;1.357;508.936;23598779;52.122;36465;766;0.265;doge
19/05/2016;13421;2.104;461.246;23794001;52.236;32096;860;0.299;doge
20/05/2016;12329;2.235;433.494;23308855;52.337;24560;773;0.285;doge
21/05/2016;13047;1.28;400.271;23418051;52.242;35084;628;0.291;doge
22/05/2016;13626;0.754;476.218;23299463;52.413;46368;724;0.24;doge
23/05/2016;13264;1.201;447.101;23327558;52.409;40654;557;0.233;doge
24/05/2016;14533;4.287;553.654;23435351;52.381;23134;669;0.302;doge
25/05/2016;13823;2.597;609.194;23190707;52.307;23004;590;0.213;doge
26/05/2016;12418;3.193;1466;23296920;52.241;17945;655;0.231;doge
27/05/2016;13626;2.478;1777;23299760;52.111;28774;981;0.295;doge
28/05/2016;15016;2.233;1110;22952306;51.963;36584;840;0.196;doge
29/05/2016;15812;1.42;783.379;23092420;51.933;41601;845;0.252;doge
30/05/2016;13983;2.282;523.107;23844867;51.835;27524;868;0.252;doge
31/05/2016;14964;2.217;397.465;23930064;52.188;31985;764;0.301;doge
01/06/2016;13115;2.862;736.426;23846465;52.186;22705;943;0.274;doge
02/06/2016;13305;2.87;439.611;24043801;52.126;21131;896;0.277;doge
03/06/2016;13081;4.406;561.246;24555640;52.198;22045;940;0.353;doge
04/06/2016;11587;3.222;447.1;24778971;52.209;27700;934;0.134;doge
05/06/2016;11716;1.626;571.848;24448722;52.105;38022;861;0.247;doge
06/06/2016;10784;2.363;800.501;24709584;51.943;19686;1065;0.234;doge
07/06/2016;10406;3.187;404.369;24606399;51.955;20261;829;0.27;doge
08/06/2016;9561;4.577;534.828;25105526;51.855;15120;778;0.265;doge
09/06/2016;10181;4.063;750.435;26707388;51.715;22366;866;0.288;doge
10/06/2016;9295;2.839;567.497;27077270;51.64;20997;911;0.312;doge
11/06/2016;9972;3.6;588.107;26588844;51.609;22866;965;0.235;doge
12/06/2016;11774;3.266;591.894;27060596;51.382;35711;879;0.33;doge
13/06/2016;12187;5.561;540.394;28560965;51.513;22892;767;0.245;doge
14/06/2016;12538;9.106;1871;32631006;52.231;20509;746;0.321;doge
15/06/2016;10916;3.826;2041;32919492;52.185;22267;686;0.282;doge
16/06/2016;10328;6.346;1428;33219971;51.976;19185;788;0.349;doge
17/06/2016;10263;9.082;979.262;33440649;51.982;20891;822;0.301;doge
18/06/2016;9692;4.983;1777;33153022;52.139;19578;868;0.449;doge
19/06/2016;10443;3.484;1270;34128818;51.978;36352;1070;0.396;doge
20/06/2016;10181;3.393;899.396;34522791;51.822;19880;1237;0.284;doge
21/06/2016;10804;5.187;903.183;32036066;52.316;19325;1235;0.293;doge
22/06/2016;11328;6.38;501.355;30832812;52.285;21454;1117;0.274;doge
23/06/2016;9706;6.659;640.768;28418165;52.561;16790;985;0.244;doge
24/06/2016;10821;5.937;500.44;29819801;53.036;21100;856;0.283;doge
25/06/2016;10880;5.935;431.455;30243876;52.99;23708;750;0.339;doge
26/06/2016;11688;2.898;414.626;29551976;53.317;38126;721;0.244;doge
27/06/2016;10445;5.343;241.436;29620432;53.185;23984;760;0.221;doge
28/06/2016;10660;4.908;526.544;30682013;52.803;26001;741;0.294;doge
29/06/2016;9423;8.155;932.939;30557928;53.004;16334;873;0.173;doge
30/06/2016;9494;4.473;798.513;31264461;52.664;24102;957;0.29;doge
01/07/2016;9919;6.241;637.922;31677282;52.609;21797;822;0.247;doge
02/07/2016;11872;2.613;291.5;31606202;52.685;18948;970;0.304;doge
03/07/2016;13866;2.589;318.495;30200627;52.567;42069;1132;0.269;doge
04/07/2016;12508;3.401;388.541;29915798;52.382;27308;1027;0.269;doge
05/07/2016;12373;3.637;469.621;30009656;52.183;23111;862;0.293;doge
06/07/2016;11694;4.214;545.294;29501361;52.192;19220;691;0.253;doge
07/07/2016;11263;6.04;349.239;28638713;52.145;24336;563;0.171;doge
08/07/2016;11766;5.806;368.347;28876943;51.907;22361;531;0.285;doge
09/07/2016;11051;3.076;328.745;28478581;51.752;28575;614;0.155;doge
10/07/2016;12387;2.482;371.285;28274561;51.699;39582;645;0.176;doge
11/07/2016;14088;4.094;348.628;28272852;51.269;25754;554;0.204;doge
12/07/2016;12093;2.896;494.649;27950656;50.84;26507;562;0.182;doge
13/07/2016;9150;2.244;403.557;27650127;50.886;20735;581;0.122;doge
14/07/2016;9665;2.596;380.497;27597563;50.878;21078;575;0.149;doge
15/07/2016;12237;4.499;201.841;27485905;50.829;20577;579;0.193;doge
16/07/2016;12931;1.208;135.954;27513195;50.823;24094;578;0.187;doge
17/07/2016;11558;3.92;341.136;27460714;50.938;38875;595;0.198;doge
18/07/2016;10995;5.135;468.576;27001139;50.957;22813;592;0.209;doge
19/07/2016;14626;10.372;583.948;25908053;50.978;17438;605;0.171;doge
20/07/2016;25401;9.315;232.046;25737842;51.017;22061;639;0.176;doge
21/07/2016;19585;3.262;346.936;25254366;51.021;22689;662;0.203;doge
22/07/2016;10437;1.196;532.896;25157495;51.025;18892;661;0.165;doge
23/07/2016;11541;0.929;850.278;25522595;51.2;19236;610;0.138;doge
24/07/2016;12196;0.826;515.05;26072755;51.198;43867;584;0.296;doge
25/07/2016;11982;1.775;415.061;25790981;51.147;23730;588;0.209;doge
26/07/2016;10862;1.853;356.035;25345297;51.083;18531;589;0.198;doge
27/07/2016;9087;1.683;334.8;25006900;51.101;11813;575;0.28;doge
28/07/2016;8699;1.311;172.996;24944812;51.101;null;567;0.225;doge
29/07/2016;10057;1.186;165.187;24977020;51.339;null;598;0.16;doge
30/07/2016;10440;2.327;231.932;25039901;51.246;18783;597;0.171;doge
31/07/2016;11473;2.096;108.249;24498711;51.341;38966;560;0.225;doge
01/08/2016;12554;3.601;156.499;23996461;51.329;23092;725;0.241;doge
02/08/2016;10006;1.188;189.655;22962321;51.4;21430;630;0.235;doge
03/08/2016;9938;1.428;182.406;22370564;51.377;21305;496;0.194;doge
04/08/2016;9945;2.164;212.885;22798842;51.382;21924;459;0.221;doge
05/08/2016;9228;1.994;146.806;22730883;51.363;20200;527;0.0822;doge
06/08/2016;8721;1.832;197.738;23596715;51.349;17345;513;0.153;doge
07/08/2016;11103;1.641;1126;25980478;51.6;44637;486;0.146;doge
08/08/2016;11454;0.618;143.572;25937008;51.927;30374;466;0.282;doge
09/08/2016;10405;1.281;177.029;24872584;51.779;24285;516;0.194;doge
10/08/2016;11301;0.953;185.312;25344782;51.696;18961;504;0.16;doge
11/08/2016;12541;0.502;131.259;25243015;51.821;26834;575;0.207;doge
12/08/2016;11609;0.638;238.206;24966809;51.889;22704;515;0.214;doge
13/08/2016;12848;0.409;188.259;25120350;51.926;18365;476;0.228;doge
14/08/2016;10472;1.391;263.015;25344292;52.107;40706;573;0.228;doge
15/08/2016;12446;0.324;196.272;25561864;52.033;21293;524;0.248;doge
16/08/2016;12576;0.312;419.825;26398517;52.493;24376;561;0.221;doge
17/08/2016;10031;0.623;326.627;26497205;52.481;20500;547;0.194;doge
18/08/2016;9794;0.437;229.476;26093079;52.586;19372;547;0.241;doge
19/08/2016;9978;1.142;226.461;25270693;52.607;17890;304;0.16;doge
20/08/2016;9315;1.538;236.742;24808477;52.619;21903;214;0.207;doge
21/08/2016;17374;0.215;134.071;24899162;52.563;46010;176;0.241;doge
22/08/2016;15442;0.239;175.231;24466685;52.596;25957;203;0.207;doge
23/08/2016;14630;0.282;215.97;23887489;52.595;19881;274;0.16;doge
24/08/2016;15191;0.198;144.057;23903788;52.558;24900;587;0.262;doge
25/08/2016;13932;0.185;151.447;24164383;52.594;23778;555;0.221;doge
26/08/2016;14695;0.219;113.508;24241687;52.57;19333;549;0.296;doge
27/08/2016;14695;0.227;123.28;24018799;53.385;26692;541;0.173;doge
28/08/2016;13996;0.278;116.102;23771269;53.257;40680;789;0.187;doge
29/08/2016;12243;0.499;133.141;23589693;53.181;27092;577;0.18;doge
30/08/2016;10627;1.894;117.841;23663253;53.137;22109;569;0.139;doge
31/08/2016;9900;1.525;129.017;23980174;53.163;18739;611;0.255;doge
01/09/2016;9956;2.069;125.413;23845652;53.157;16116;598;0.272;doge
02/09/2016;9889;2.007;103.659;23844905;53.149;16247;574;0.193;doge
03/09/2016;9512;1.048;116.996;23596604;53.134;19637;638;0.183;doge
04/09/2016;9573;1.13;125.973;23923144;53.129;39847;558;0.271;doge
05/09/2016;9973;1.606;144.387;23920471;53.113;20309;461;0.166;doge
06/09/2016;9747;1.878;192.314;23874670;53;21051;904;0.262;doge
07/09/2016;11018;1.526;191.791;24121490;52.997;19830;536;0.197;doge
08/09/2016;9790;1.272;187.803;24398602;52.969;20203;841;0.226;doge
09/09/2016;9148;1.413;211.679;24438556;52.926;20568;591;0.183;doge
10/09/2016;9790;0.939;131.471;24436799;52.941;18123;604;0.24;doge
11/09/2016;10833;0.965;189.175;24436402;52.913;39622;526;0.318;doge
12/09/2016;9092;1.249;146.68;24097396;52.975;20969;549;0.195;doge
13/09/2016;8989;1.403;123.109;24190688;52.959;23339;487;0.246;doge
14/09/2016;9064;1.144;203.309;24256735;53.687;22470;559;0.192;doge
15/09/2016;8482;1.802;263.866;24298127;53.614;18680;407;0.196;doge
16/09/2016;7974;1.821;456.263;25563447;53.878;15415;515;0.218;doge
17/09/2016;8027;1.231;242.709;26067511;53.709;22296;830;0.199;doge
18/09/2016;8713;0.811;144.115;25238876;53.645;34192;419;0.195;doge
19/09/2016;8608;1.166;179.139;25004690;53.623;27111;241;0.279;doge
20/09/2016;8240;2.356;204.262;24821867;53.595;19586;893;0.156;doge
21/09/2016;8505;2.296;256.606;24341160;53.536;17599;356;0.161;doge
22/09/2016;7821;2.079;225.228;24410608;53.86;18031;362;0.256;doge
23/09/2016;8546;2.257;344.228;23949906;53.86;17186;381;0.209;doge
24/09/2016;6981;0.787;223.735;24159664;53.779;17075;389;0.208;doge
25/09/2016;8855;0.544;204.555;24021064;53.813;37443;370;0.343;doge
26/09/2016;7674;0.506;255.368;24214165;53.947;21524;345;0.205;doge
27/09/2016;7418;0.687;272.222;24317958;53.791;19740;363;0.187;doge
28/09/2016;8379;1.596;235.851;24216246;53.821;16092;338;0.166;doge
29/09/2016;8002;1.443;194.421;24143608;53.929;20652;373;0.162;doge
30/09/2016;7548;1.452;528.001;24677726;53.898;18293;414;0.17;doge
01/10/2016;7968;1.384;229.25;24582167;54.004;17556;439;0.207;doge
02/10/2016;7719;1.061;271.563;24417758;53.867;36566;426;0.157;doge
03/10/2016;7691;1.263;245.03;24825962;53.86;18429;871;0.175;doge
04/10/2016;7093;1.956;289.365;24780445;53.859;18608;487;0.143;doge
05/10/2016;7687;1.72;156.03;24396606;53.968;16088;405;0.173;doge
06/10/2016;8585;1.363;178.895;24137954;53.803;20841;411;0.182;doge
07/10/2016;8129;1.652;174.934;23991147;53.831;19266;433;0.182;doge
08/10/2016;7438;1.332;305.657;24095343;53.738;15351;450;0.157;doge
09/10/2016;8134;0.774;199.967;24516427;53.793;37260;672;0.19;doge
10/10/2016;6777;0.792;180.344;24472057;53.636;17802;398;0.191;doge
11/10/2016;7560;2.094;358.172;24585435;53.666;20494;389;0.157;doge
12/10/2016;6826;1.951;284.993;24158229;53.632;20063;411;0.0921;doge
